nome,nparti,semana,ano,data,cidade,estado,5km,10km,21km,42km
CORRIDA EU AMO GRAVATA - 1 NIGHT RUN,856,51,2025,14/12/2025,GRAVATA,BA,0,1,1,0
CORRIDA DA PONTE - ILHEUS BAHIA,855,23,2025,07/06/2025,ILHEUS,PR,1,0,0,0
F NIGHT RUN,855,35,2025,24/08/2025,PATO BRANCO,GO,1,1,0,0
CORRIDA COPE,854,38,2025,14/09/2025,GOIANIA,SP,1,0,0,0
3 CORRIDA VIVA LA VIDA,853,50,2025,07/12/2025,PIRACICABA,SP,0,1,0,0
3 CORRIDA UNITAU 7K,853,51,2025,14/12/2025,TAUBATE,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - PARQUE CERET II,852,23,2025,01/06/2025,SAO PAULO,SP,1,0,1,0
DROGAMAX RUN - 4 EDICAO,852,40,2025,04/10/2025,ARACATUBA,RR,1,1,0,0
CORRIDA AUDACIA RUN,848,40,2025,04/10/2025,BOA VISTA,SP,0,1,0,0
7 NIGHT RACE - ITANHAEM,848,41,2025,05/10/2025,ITANHAEM,RR,1,1,0,0
CORRIDA BEMOL RUN 2025 - BOA VISTA,848,51,2025,14/12/2025,BOA VISTA,PB,1,1,0,0
CAMPINA BIG RUN 2025,847,41,2025,11/10/2025,CAMPINA GRANDE,MG,1,1,0,0
1 CORRIDA NOTURNA IMPERIO 007 OUTLET,846,44,2025,26/10/2025,SETE LAGOAS,GO,1,1,0,0
LUPO SPORT CORRE GOIANIA,846,44,2025,26/10/2025,GOIANIA,GO,1,1,0,0
LUPO SPORT CORRE GOIANIA - 2025,845,47,2025,16/11/2025,GOIANIA,BA,1,1,0,0
CORRIDA SEST SENAT ETAPA SALVADOR,845,47,2025,16/11/2025,SALVADOR,SP,1,0,0,0
TRIVITT RUN,843,47,2025,22/11/2025,SAO PAULO,AP,1,0,0,0
7 CORRIDA DO ALTO DO MOURA DESAFIO BOMBEIRO DE BARRO, ANO 2025,843,49,2025,30/11/2025,CARUARU,SP,1,1,0,0
1 CORRIDA DO FLAMENGUISTA,842,46,2025,09/11/2025,MACAPA,PA,0,1,0,0
BIBLE STREET RUN,841,43,2025,19/10/2025,BARUERI,BA,0,1,1,0
6 EDICAO DA CORRIDA DO CIRIO,841,47,2025,16/11/2025,PARAGOMINAS,SP,1,1,0,0
NORDESTE SAUDE - 15 CORRIDA DOS MEDICOS,841,51,2025,14/12/2025,SALVADOR,RJ,1,1,0,0
LUPO SPORT CORRE ARARAQUARA,841,7,2026,10/02/2026,ARARAQUARA,PR,0,1,0,0
1 CORRIDA E CAMINHADA PELO HOSPITAL PEDIATRICO DA UFRJ (IPPMG),840,40,2025,28/09/2025,RIO DE JANEIRO,SE,1,1,0,0
CORRIDA DO ANIVERSARIO DE ARAUCARIA 136 ANOS,839,36,2025,31/08/2025,ARAUCARIA,DF,0,1,1,0
CIRCUITO DAS ESTACOES 2025 - PRIMAVERA - ARACAJU,839,38,2025,14/09/2025,ARACAJU,PA,0,1,0,0
1 CORRIDA DO FEIRANTE,838,28,2025,06/07/2025,BRASILIA,MG,0,1,1,0
CIRCUITO SESC DE CORRIDA 2025 - ETAPA MARABA,838,40,2025,04/10/2025,MARABA,SE,1,0,0,0
CIRCUITO DE RUA SALVE O PLANETA - ETAPA ONCA-PINTADA,837,27,2025,05/07/2025,LAGOA SANTA,SP,1,1,0,0
OKTOBERDIVAS - CORRIDA FEMININA 2025,837,47,2025,16/11/2025,ARACAJU,GO,1,1,0,0
SUNSET RUN 2025,836,23,2025,01/06/2025,RIBEIRAO PRETO,GO,1,1,1,0
4 EDICAO COLORINDO A VIDA SEM DIABETES 2025,836,27,2025,29/06/2025,GOIANIA,SC,1,0,1,0
2 CORRIDA PELO MEIO AMBIENTE COPEL,836,28,2025,12/07/2025,GOIANIA,SP,0,1,0,0
10 MILHAS DE JOINVILLE (11 CORRIDA 8 BPM),835,5,2026,25/01/2026,JOINVILLE,RO,1,1,1,0
A LENDARIA CORRIDA DO ROCK,834,25,2025,15/06/2025,LIMEIRA,ES,0,1,0,0
CORRIDA START RUN 2026,833,30,2025,26/07/2025,VILHENA,SE,1,1,0,0
VI CORRIDA HISTORICA DA EAMES,833,50,2025,07/12/2025,VILA VELHA,PI,1,1,0,0
ITABAIANA NIGHT RACE 2025,832,30,2025,20/07/2025,ITABAIANA,SP,0,1,0,0
CIRCUITO CAIXA CORRIDAS PELO NORDESTE - PICOS,832,38,2025,14/09/2025,PICOS,DF,1,1,0,0
PROGEN MOVE CERET,831,36,2025,31/08/2025,SAO PAULO,PA,0,1,0,0
CORRIDA DA PAO,831,39,2025,21/09/2025,BRASILIA,DF,1,1,0,0
1 CORRIDA AMIGOS DO LEO - 7K,831,44,2025,01/11/2025,PARAUAPEBAS,SE,1,1,0,0
ENCONTRO DELAS - BRASILIA 2025,829,28,2025,06/07/2025,BRASILIA,MG,1,1,0,0
CIRCUITO DE CORRIDAS TV ATALAIA - 2 ETAPA,829,39,2025,21/09/2025,ARACAJU,DF,1,1,0,0
GIRL POWER - PARACATU - 2025,827,23,2025,01/06/2025,PARACATU,PR,1,1,0,0
CORRIDA PLASJMU 2025,827,50,2025,07/12/2025,BRASILIA,SC,1,1,0,0
CIRCUITO SESI DE CORRIDAS DAS INDUSTRIAS - ETAPA CURITIBA,827,6,2026,01/02/2026,CURITIBA,RJ,1,1,0,0
12 CORRIDA DE NATAL DE BLUMENAU,826,35,2025,24/08/2025,BLUMENAU,PE,1,1,0,0
CORRIDAS POPULARES - RJ,826,46,2025,09/11/2025,,RJ,1,1,0,0
47 CORRIDA DUQUE DE CAXIAS - CORRENDO PELA CIDADANIA,824,38,2025,20/09/2025,RECIFE,PR,1,1,0,0
3  DIGNUS RUN,824,51,2025,14/12/2025,RIO DAS OSTRAS,SP,1,1,0,0
7 CORRIDA DO BPTRAN - 4 ETAPA DO CIRCUITO PROCORRER - NOTURNA,824,9,2026,22/02/2026,CURITIBA,SP,1,1,0,0
CORRIDA DA SERRA - ETAPA SAO JOSE DOS CAMPOS-SP,823,46,2025,09/11/2025,SAO JOSE DOS CAMPOS,PR,1,1,0,0
1 CORRIDA E CAMINHADA AMA,823,49,2025,30/11/2025,ITAPETININGA,PB,1,1,0,0
CIRCUITO SESI DE CORRIDAS DAS INDUSTRIAS - ETAPA CASCAVEL,823,50,2025,07/12/2025,CASCAVEL,SP,1,0,0,0
CORRIDAS UNIMED - CIRCUITO JOAO PESSOA 2025,822,51,2025,20/12/2025,JOAO PESSOA,SP,1,1,0,0
VIDA ATIVA,822,52,2025,21/12/2025,SAO PAULO,GO,1,0,0,0
CARDIO NATALINO,821,40,2025,04/10/2025,JUNDIAI,SP,1,1,0,0
CIRCUITO DO BEM   ESPECIAL DE NATAL,821,50,2025,07/12/2025,GOIANIA,SP,0,1,0,0
CORRIDA OUTUBRO ROSA SUNSET RUN - 2025,820,29,2025,19/07/2025,FRANCA,SP,1,1,0,0
CIRCUITO SESC DE CORRIDAS 2025 - ETAPA ARACATUBA,820,47,2025,20/11/2025,ARACATUBA,PI,1,1,0,0
3 SOMOS TAO JOVENS RUN,820,48,2025,23/11/2025,ATIBAIA,MG,1,1,0,0
ELITE RUN EXPERIENCE - A CORRIDA DO FORMANDO,819,29,2025,19/07/2025,TERESINA,SP,1,1,0,0
CORRIDA MINAS TENIS CLUBE,818,35,2025,24/08/2025,BELO HORIZONTE,BA,1,1,0,0
SOMOS TAO JOVENS RUN,818,40,2025,04/10/2025,ATIBAIA,RJ,1,0,0,0
1 CORRIDA DO CPR-N,818,53,2025,28/12/2025,JUAZEIRO,PI,1,0,0,0
SERVIDORES RUN 2025,818,8,2026,21/02/2026,SAQUAREMA,PR,1,1,0,0
2 EDICAO CORRIDA VOLTA DA LIBERDADE,817,39,2025,21/09/2025,PIRACURUCA,PR,1,0,0,0
CIRCUITO SESC DE CORRIDAS ETAPA CORNELIO PROCOPIO 2026,816,29,2025,13/07/2025,CORNELIO PROCOPIO,ES,1,1,0,0
CORRENTEZA - CORRIDA DE RUA E NATUREZA,814,48,2025,23/11/2025,PARANAGUA,MG,0,1,0,0
CORRIDA DA ESTIVA - 3 EDICAO,814,51,2025,14/12/2025,VITORIA,RJ,1,1,0,0
CORRIDA DAS ESTRELAS BET 2025,813,49,2025,30/11/2025,BELO HORIZONTE,BA,1,1,0,0
CORRIDA FIT COMPANY NO PARAISO,812,24,2025,08/06/2025,DUQUE DE CAXIAS,SP,0,1,0,0
CORRIDA DO PEPE 2025,811,32,2025,03/08/2025,SALVADOR,PR,1,1,0,0
14 VOLTA DA UNIAO,811,35,2025,24/08/2025,OSASCO,SC,1,1,0,0
CIRCUITO SESI DE CORRIDAS DAS INDUSTRIAS - ETAPA MARINGA,811,35,2025,24/08/2025,MARINGA,AL,1,1,1,0
AVAI RUN 2025,810,27,2025,29/06/2025,FLORIANOPOLIS,RO,1,0,1,0
TRACK&FIELD RUN SERIES 2025 - MACEIO,810,36,2025,31/08/2025,MACEIO,SP,1,1,0,0
4 CORRIDA TURISTICA CAFECAU,810,46,2025,09/11/2025,CACOAL,SE,1,1,0,0
2 CORRIDA ASSET BANK,806,48,2025,29/11/2025,ARARAQUARA,SP,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - VERAO - ARACAJU,806,51,2025,14/12/2025,ARACAJU,AL,0,1,0,0
NIGHT RUN - NEONERGIA - LEME - 2025,805,36,2025,31/08/2025,LEME,SP,1,1,0,0
8 DESAFIO BOPE- ALAGOAS,802,25,2025,15/06/2025,MACEIO,CE,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - SHOPPING CONTINENTAL,801,44,2025,26/10/2025,SAO PAULO,BA,1,1,0,0
CIRCUITO DESBRAVA - ETAPA FORTALEZA,797,32,2025,03/08/2025,FORTALEZA,SP,1,0,0,0
CORRIDA SEST SENAT-ALAGOINHAS,797,7,2026,08/02/2026,ALAGOINHAS,MT,1,1,0,0
CORRIDA KAZAMIGAS SAO PAULO 2025,797,7,2026,14/02/2026,SAO PAULO,SP,1,0,0,0
CORRIDA DA NOVA IMIGRANTES,794,45,2025,08/11/2025,CUIABA,SC,1,1,0,0
FOLIA RUN 2026 - CORRIDA NOTURNA,794,48,2025,23/11/2025,SANTO ANDRE,DF,1,1,0,0
CORRIDA RUSTICA SANTOS DUMONT 2025,793,41,2025,11/10/2025,FLORIANOPOLIS,RS,1,0,0,0
CORRIDA PELA VIDA - UNIDOS CONTRA A VIOLENCIA E O FEMINICIDIO,792,27,2025,29/06/2025,BRASILIA,RJ,1,0,0,0
BEER RUN IMIGRACAO - EDICAO LAGER ZERO CARBO,792,46,2025,09/11/2025,CAMPO BOM,CE,1,1,0,0
STAR GIRLS 4KM - QUINTA DA BOA VISTA - RJ - 2025,791,48,2025,23/11/2025,RIO DE JANEIRO,AL,1,1,1,0
IV CORRIDA CONECTADOS PELA CURA - HMSVP,789,28,2025,06/07/2025,BARBALHA,MG,1,1,1,0
21K DE MARECHAL,789,50,2025,07/12/2025,MARECHAL DEODORO,SP,0,1,1,1
8 MEIA MARATONA DE UBERABA 2025,788,26,2025,28/06/2025,UBERABA,ES,1,0,0,0
MARATONA 150 ANOS AMERICANA HUGO FARIAS,786,38,2025,14/09/2025,AMERICANA,PB,1,1,0,0
CIRCUITO DA LUA - ETAPA LUA NOVA,785,47,2025,16/11/2025,VILA VELHA,BA,0,1,1,0
CIRCUITO SESC DE CORRIDA DE RUA - ETAPA CAMPINA GRANDE,784,28,2025,09/07/2025,CAMPINA GRANDE,SP,1,1,0,0
ASICS RUN CHALLENGE - ETAPA SALVADOR,783,51,2025,14/12/2025,SALVADOR,PE,1,1,0,0
CORRIDA 9 DE JULHO   TROFEU RINALDO PANUNZZIO,782,41,2025,05/10/2025,GUARATINGUETA,RJ,1,1,0,0
MOTIVA TORITAMA 2025,782,48,2025,29/11/2025,TORITAMA,MT,1,1,0,0
CIRCUITO CORRIDAS POPULARES - ETAPA MACAE,782,3,2026,11/01/2026,MACAE,SP,0,1,0,0
1 CORRIDA DE RUA DA CORE 2025,782,6,2026,01/02/2026,CUIABA,SP,0,1,0,0
PLANETA RUN 2025,781,25,2025,15/06/2025,FLONA IPANEMA: ARACOIABA DA SERRA,SP,1,1,1,0
SPACE COLORS RUN,780,24,2025,08/06/2025,,CE,1,1,0,0
LIVE! RUN XP 2025 - SOROCABA,780,42,2025,18/10/2025,SOROCABA,RN,1,1,1,0
XXII CORRIDA SANTO ANTONIO,779,26,2025,22/06/2025,BARBALHA,PR,1,1,0,0
FESTIVAL 21K DE PIPA,779,36,2025,31/08/2025,TIBAU DO SUL,RN,1,1,0,0
CIRCUITO SESI DE CORRIDAS DAS INDUSTRIAS - ETAPA LONDRINA,779,40,2025,04/10/2025,LONDRINA,GO,1,0,0,0
BEAT.CO RUN,779,45,2025,02/11/2025,NATAL,PR,1,1,0,0
CORRIDA CAROL RUN,779,46,2025,09/11/2025,ABADIANIA,SC,1,1,1,0
6 CORRIDA E CAMINHADA DOS AMIGOS DO HC,778,38,2025,14/09/2025,CURITIBA,SP,0,1,0,0
9 MEIA MARATONA DE PIRACITY,777,35,2025,24/08/2025,JOINVILLE,DF,1,1,0,0
2 CORRIDA FADAS 2025,777,44,2025,26/10/2025,SAO PAULO,PE,1,1,0,0
ADVOGARUN,777,46,2025,15/11/2025,BRASILIA,GO,1,1,0,0
CORRIDA DO BATALHAO BARRETO DE MENEZES,777,8,2026,15/02/2026,CARUARU,SP,1,0,0,0
1 CORRIDA IPASGO SAUDE,774,25,2025,15/06/2025,GOIANIA,GO,1,1,1,0
PARNASO EXPERIENCE RUN - 2 ETAPA,774,34,2025,17/08/2025,DISTRITO DE PARNASO,ES,0,1,0,0
CORRIDA DOS ROMEIROS - OPYT,774,48,2025,23/11/2025,GOIANIA,BA,1,1,0,0
CORRIDA DA COOPERACAO,773,46,2025,09/11/2025,VITORIA,PR,1,1,0,0
CORRIDA VUMBORA 2025,772,46,2025,15/11/2025,FEIRA DE SANTANA,SP,1,1,0,0
CIRCUITO SESC - MARINGA 2025,771,39,2025,21/09/2025,MARINGA,SP,1,0,0,0
3 SUPER DIFUSORA,770,29,2025,13/07/2025,ITAPETININGA,ES,1,0,0,0
CORRIDA DO CORACAO JUNDIAI,770,34,2025,17/08/2025,JUNDIAI,CE,1,1,1,0
CORRIDA MULHER-MARAVILHA VITORIA,769,28,2025,12/07/2025,VITORIA,ES,0,1,0,0
1 MEIA MARATONA DE MARANGUAPE,768,9,2026,22/02/2026,MARANGUAPE,CE,1,1,0,0
CORRIDA SAUDE NIGHT RUN,767,28,2025,06/07/2025,GUACUI,MG,1,1,0,0
CIRCUITO SESC DE CORRIDAS ETAPA CRATO-CE 2026,766,37,2025,07/09/2025,CRATO,PA,1,1,0,0
1 CORRIDA DO LEAO,766,46,2025,15/11/2025,NOVA LIMA,MG,1,1,0,0
A VIDA E UMA MARATONA - COM RONALDO DA COSTA,766,7,2026,08/02/2026,PARAUAPEBAS,PE,1,1,0,0
CORRIDA DAS BANCARIAS E BANCARIOS - 2025,765,51,2025,14/12/2025,BELO HORIZONTE,SP,1,1,1,0
II EDICAO DA CORRIDA PEDE.RUN - 2026,763,40,2025,04/10/2025,PETROLINA,SC,1,0,0,0
MEIA MARATONA SAND RUN - ITANHAEM,762,35,2025,24/08/2025,ITANHAEM,CE,1,1,0,0
5K-PLATZ NIGHT RUN 2025,762,43,2025,19/10/2025,SAO JOSE,MG,1,1,0,0
7 CORRIDA MARIA MATOS,762,50,2025,07/12/2025,HORIZONTE,SC,1,1,0,0
5 CORRIDA UNIMED DIVINOPOLIS,762,52,2025,21/12/2025,DIVINOPOLIS,MG,1,0,0,0
CIRCUITO ANGELONI 2025 - ETAPA CRICIUMA,761,23,2025,01/06/2025,CRICIUMA,PR,1,1,0,0
NOEL RUN MINAS,759,49,2025,30/11/2025,BELO HORIZONTE,RO,1,1,1,1
CORRIDA DA POLICIA CIENTIFICA,758,35,2025,24/08/2025,CURITIBA,RS,1,1,0,0
MARATONA DE PORTO VELHO LUPO,758,47,2025,16/11/2025,PORTO VELHO,BA,1,1,0,0
CASA PERINI VINO RUN 2025 - EDICAO ESPECIAL 10 ANOS,758,47,2025,20/11/2025,FARROUPILHA,GO,1,1,0,0
CORRIDA WHEYGURT - SAUDE QUE CORRE COM VOCE!,758,49,2025,30/11/2025,ALAGOINHAS,SC,1,1,0,0
CIRCUITO ENCONTRO DELAS CAIXA,756,44,2025,26/10/2025,GOIANIA,SP,1,1,0,0
4 EDICAO CORRIDA SOLIDARIA ABBA PAI CHURCH,756,50,2025,07/12/2025,CRICIUMA,SP,1,1,0,0
6 ETAPA BARRA BONITA - CIRCUITO DE CORRIDAS 2025 - JAU SERVE SUPERMERCADOS,755,30,2025,20/07/2025,BARRA BONITA,RJ,1,1,1,0
5 CORRIDA E CAMINHADA RPFC RUN,755,40,2025,28/09/2025,RIBEIRAO PIRES,MG,1,1,0,0
UPHILL CRISTO REDENTOR 2025,754,37,2025,13/09/2025,RIO DE JANEIRO,RJ,1,0,0,0
CIRCUITO DESBRAVA - ETAPA BELO HORIZONTE,753,36,2025,31/08/2025,BELO HORIZONTE,RJ,1,1,0,0
CORRIDA E CAMINHADA MARICA NIGHT RUN 2025,749,49,2025,30/11/2025,MARICA,PB,1,1,0,0
XXXV CORRIDA DIQUE DE CAXIAS,747,27,2025,29/06/2025,DUQUE DE CAXIAS,RN,1,1,0,0
CORRIDA SAPE 100 ANOS,747,49,2025,30/11/2025,SAPE,AL,1,1,0,0
CORRIDA DO ABC,746,31,2025,02/08/2025,NATAL,CE,1,1,0,0
1 CORRIDA JOMART RUN 2025,745,36,2025,31/08/2025,ARAPIRACA,MT,1,1,0,0
BRB PARACURU NIGHT,744,24,2025,08/06/2025,PARACURU,PR,1,1,0,0
12 CORRIDA DA ADVOCACIA,744,49,2025,30/11/2025,CUIABA,PR,1,1,0,0
XXI CORRIDA DOR ARTILHEIRO 2025,743,30,2025,26/07/2025,CURITIBA,DF,1,1,0,0
5 CORRIDA E CAMINHADA 97 FM 2025,740,37,2025,13/09/2025,FOZ DO IGUACU,SC,0,1,1,1
CORRIDA DA ZERO HORA 2025,739,37,2025,13/09/2025,BRASILIA,SC,1,1,0,0
DESAFIO INTERNACIONAL ROTA DA BALEIA 2025,739,46,2025,09/11/2025,LAGUNA,PR,1,1,1,0
CORRIDA IBAGY NIGHT RUN 55 ANOS,738,39,2025,21/09/2025,FLORIANOPOLIS,PR,1,1,0,0
5 ETAPA DO CIRCUITO DE CORRIDA FECAM,735,34,2025,17/08/2025,CAMPO MOURAO,BA,1,1,0,0
ALMEIDA RUN 2025,734,23,2025,01/06/2025,COLOMBO,BA,1,1,0,0
MUCHACHO S RUN 2025,734,39,2025,21/09/2025,SALVADOR,SE,1,1,0,0
CORRIDA HIPERIDEAL - SALVADOR,734,6,2026,01/02/2026,SALVADOR,CE,1,1,0,0
CORRIDA SOLIDARIA DO 3 BPM,733,34,2025,23/08/2025,ITABAIANA,SP,1,1,0,0
2 CORRIDA ZILUMINA,733,47,2025,20/11/2025,CASCAVEL,PR,1,1,0,0
CORRIDA MEU MUNDO MINHA VIDA 2025 - MMMV,732,40,2025,04/10/2025,JUNDIAI,SC,1,1,0,0
21  CORRIDA RUSTICA DE PAICANDU,732,48,2025,23/11/2025,PAICANDU,PR,1,1,0,0
CORRIDA DO FOGO,731,24,2025,08/06/2025,LAGES,ES,1,1,0,0
CRC CIRCUITO SUSTENTAVEL - ETAPA MARINGA,731,44,2025,26/10/2025,MARINGA,PB,1,0,0,0
CIRCUITO DE CORRIDA MOVE ON ESPORTE - ETAPA SHOPPING VILA VELHA,729,32,2025,03/08/2025,VILA VELHA,PR,1,1,0,0
1 CORRIDA OAB - SUBSECAO GUARABIRA,729,46,2025,09/11/2025,GUARABIRA,SP,1,1,0,0
PRIME RUN,728,42,2025,12/10/2025,LONDRINA,BA,1,1,0,0
3 CORRIDA ROGERS FASTRUN 2025,727,38,2025,14/09/2025,SUZANO,BA,0,1,1,0
TRECK RUN 2025,727,41,2025,05/10/2025,FEIRA DE SANTANA,RS,1,1,1,0
DEZ MILHAS COSTA DO CACAU,727,42,2025,12/10/2025,ILHEUS,BA,1,1,0,0
28 MEIA MARATONA INTERNACIONAL DE URUGUAIANA,726,39,2025,21/09/2025,URUGUAIANA,SP,1,1,0,0
CORRIDA TREKRUN,725,38,2025,14/09/2025,FEIRA DE SANTANA,ES,1,1,0,0
95 VOLTA DA PENHA,724,46,2025,15/11/2025,SAO PAULO,PB,1,1,0,0
CORRIDA E CAMINHADA CAMINHO DA FE,722,39,2025,21/09/2025,SERRA,PA,0,1,0,0
2 COOPRUN ESPERANCA,722,43,2025,19/10/2025,ESPERANCA,BA,1,1,0,0
13 CIRCUITO DE CORRIDA DA OAB/PA - ETAPA MARABA,722,43,2025,19/10/2025,MARABA,BA,1,1,0,0
3 EDICAO CORRIDA RUSTICA CONCEICAO DO JACUIPE,721,25,2025,19/06/2025,CONCEICAO DO JACUIPE,PR,1,1,0,0
III CORRIDA RUSTICA DE CONCEICAO DE JACUIPE,721,32,2025,03/08/2025,CONCEICAO DO JACUIPE,ES,1,0,0,0
3 AMP RUN,720,39,2025,21/09/2025,LONDRINA,BA,1,0,0,0
CORRIDA DA SAUDE CAPIXABA,720,44,2025,26/10/2025,SERRA,GO,1,0,0,0
CORRIDA E CAMINHADA SEST SENAT - ITABUNA,718,24,2025,08/06/2025,ITABUNA,SC,1,1,0,0
CIRCUITO DO BEM,718,27,2025,05/07/2025,GOIAS,SC,1,1,0,0
CORRIDA ODA FITNESS EM MOVIMENTO,718,41,2025,11/10/2025,JOINVILLE,PR,1,1,0,0
12 JARAGUA NIGHT RACE,717,25,2025,15/06/2025,JARAGUA DO SUL,SP,1,0,0,0
1 ANTIGOS RUN,717,38,2025,14/09/2025,IRATI,SC,1,1,0,0
DIVAS RUN - PAULINIA,713,37,2025,07/09/2025,PAULINIA,SC,1,0,0,0
CORRIDA JOVEM PAN JARAGUA SUL   2025,713,40,2025,28/09/2025,JARAGUA DO SUL,PR,1,1,0,0
CATS RUN SC 2025,713,3,2026,11/01/2026,FLORIANOPOLIS,SP,1,1,0,0
RUN FOR HEALTH - 3 EDICAO,711,30,2025,26/07/2025,CURITIBA,SP,1,1,0,0
TRACK&FIELD DAVVERO RUN,711,44,2025,26/10/2025,BAURU,BA,1,1,0,0
FLASHBACK NIGHT RUN 2025,710,51,2025,14/12/2025,RIBEIRAO PRETO,SP,1,1,0,0
3 CORRIDA DA GUARDA CIVIL MUNICIPAL DE SALVADOR 2025,710,53,2025,31/12/2025,SALVADOR,SP,1,0,0,0
CORRIDA SOLIDARIA 3 BAT CACADORES,709,42,2025,18/10/2025,RIBEIRAO PRETO,CE,1,1,1,0
CIRCUITO DE CORRIDAS DE RUA DE PINDAMONHANGABA 2025,709,49,2025,30/11/2025,PINDAMONHANGABA,PR,0,1,0,0
3 CORRIDA RIVIERA BEACH PLACE,708,44,2025,26/10/2025,AQUIRAZ,MG,1,1,1,0
CORRIDA NOITE FELIZ,707,33,2025,10/08/2025,CURITIBA,MG,1,1,0,0
UBERLANDIA 10 MILHAS - 2025,707,6,2026,01/02/2026,UBERLANDIA,ES,0,1,0,0
CORRIDA MOVIMENTA SEST SENAT,706,47,2025,16/11/2025,POUSO ALEGRE,SP,1,1,1,0
CORRIDA 5 MILHAS ARACRUZ INTERPRAIAS,702,43,2025,19/10/2025,ARACRUZ,MG,1,1,0,0
1 MEIA MARATONA DA INCLUSAO DE LIMEIRA,701,29,2025,13/07/2025,LIMEIRA,SC,1,1,0,0
LIVE! RUN XP 2025 - JUIZ DE FORA,701,32,2025,03/08/2025,JUIZ DE FORA,SP,1,0,0,0
20 CORRIDA E CAMINHADA DA COMUNIDADE - POR UMA VIDA SEM DROGAS - CERENE,701,42,2025,18/10/2025,BLUMENAU,SP,1,1,0,0
11 CAORRIDA SHOPPING ARICANDUVA 2025,701,52,2025,21/12/2025,SAO PAULO,SP,1,1,0,0
RUN PINK RIO CLARO,700,26,2025,22/06/2025,RIO CLARO,MA,1,1,0,0
LUZZA COFFEE RUN,700,37,2025,07/09/2025,RIO CLARO,CE,1,1,0,0
CIRCUITO DESBRAVA,700,47,2025,16/11/2025,SAO LUIS,CE,1,1,0,0
2 CORRIDA SAMUKA ATACADISTA,700,49,2025,30/11/2025,ARACATI,DF,1,0,0,0
VIVA ARPOEIRAS,699,47,2025,16/11/2025,ACARAU,CE,1,1,0,0
CORRIDA MULHER-MARAVILHA BRASILIA,697,31,2025,02/08/2025,BRASILIA,RO,1,0,0,0
1 CORRIDA BORA CORRER,696,36,2025,31/08/2025,ARACATI,SE,1,1,0,0
CIRCUITO SUNSET RUN - ETAPA PORTO VELHO,696,44,2025,26/10/2025,PORTO VELHO,SC,1,1,0,0
4 CORRIDA DO SINTESE,695,5,2026,25/01/2026,ARACAJU,SP,1,1,1,0
CIRCUITO DESBRAVA,694,30,2025,20/07/2025,FLORIANOPOLIS,RS,1,1,0,0
2 MEIA MARATONA FERREIRA RUN,694,46,2025,09/11/2025,ARACATUBA,SP,1,0,0,0
CORRE SM,694,46,2025,09/11/2025,SANTA MARIA,SP,1,0,0,0
3 CORRIDA E CAMINHADA MATARAZZO/MANZINI,694,6,2026,01/02/2026,DRACENA,PR,1,1,0,0
3 CORRIDA E CAMINHADA MATARAZZO/MANZINI PRESIDENTE PRUDENTE - SP,693,24,2025,08/06/2025,PRESIDENTE PRUDENTE,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2026 - MARINGA,693,42,2025,12/10/2025,MARINGA,BA,1,0,0,0
8 ECORRIDA CAFE BRASIL,692,29,2025,13/07/2025,ARACATUBA,RS,1,1,1,0
CORRIDA SEST SENAT - ETAPA ILHEUS,692,52,2025,21/12/2025,ILHEUS,SP,1,0,0,0
MEIA MARATONA DO VILLAGIO,691,36,2025,31/08/2025,CAXIAS DO SUL,PR,1,0,0,0
CORRIDA DE NATAL 2025,691,37,2025,07/09/2025,SAO PAULO,BA,1,1,0,0
CORRIDA LARANJA CRESOL 2025 - FRANCISCO BELTRAO/PR,691,41,2025,05/10/2025,FRANCISCO BELTRAO,SC,1,1,0,0
4 CORRIDA DO PROFISSIONAL DE EDUCACAO FISICA 2025,691,43,2025,19/10/2025,SALVADOR,BA,1,1,0,0
CORRIDAS DO BEM SESI SAUDE 2025 - ETAPA CHAPECO,690,34,2025,17/08/2025,CHAPECO,SC,1,0,0,0
1 CORRIDA CEPARH TODOS CONTRA O CANCER DE MAMA,689,30,2025,26/07/2025,SALVADOR,RS,1,1,0,0
BLUMENAU 5K,689,5,2026,25/01/2026,BLUMENAU,SC,1,1,0,0
8 NIGHT RUN IGREJINHA,688,28,2025,06/07/2025,IGREJINHA,BA,1,1,0,0
ONE DAY RUN,688,43,2025,19/10/2025,FLORIANOPOLIS,RS,1,1,0,0
CORRIDA SUPERACAO AVIGRO,688,7,2026,08/02/2026,CONCEICAO DA FEIRA,BA,1,1,0,0
CORRIDA ORQUIDEA 2025,687,46,2025,09/11/2025,CAXIAS DO SUL,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2026 - 1 RUNNING VERAO CONQUISTA,687,46,2025,09/11/2025,VITORIA DA CONQUISTA,SP,1,1,0,0
CIRCUITO TRANSFORMAR - GUARUJA,685,23,2025,01/06/2025,GUARUJA,PE,1,1,0,0
CORRIDA CONTA A OBESIDADE - GASTRO ABC,685,8,2026,15/02/2026,SAO BERNARDO DO CAMPO,SP,0,1,0,0
MUSIC RUNNING - 2025,684,38,2025,14/09/2025,CARUARU,MG,0,1,0,0
6 CORRIDA RUSTICA CABREUVA SERRA DO JAPI,683,38,2025,14/09/2025,CABREUVA,PR,1,1,0,0
